session_id,target
1,0.00032173217935009936
2,7.534696810623652e-07
3,1.981375177389777e-06
4,1.029601554906212e-06
5,1.7963381339680276e-05
6,0.0011165523120564276
7,0.005517160377596567
8,0.0004535379552530921
9,0.000695329873869182
10,0.03193443100486724
11,1.8034737644592506e-05
12,0.00016764262261697866
13,0.0008836457718422167
14,0.2328014054389012
15,9.931436472750763e-05
16,0.0004344804542457099
17,0.0003893814809103195
18,0.00018312096455114533
19,0.00023107976031250553
20,1.6825162416055525e-06
21,0.03463253391655355
22,9.932466418075394e-06
23,4.283740641143684e-05
24,0.001362188697754907
25,0.01710260386672246
26,1.7652522101821391e-06
27,0.00013948726081402735
28,5.355671509590097e-07
29,0.018631061441014243
30,0.00128247171261059
31,0.043797027382079565
32,0.017105446489954067
33,0.0017765502055382889
34,2.845553976116505e-05
35,0.001566846563437795
36,0.00010527052819598749
37,1.7192145807918542e-06
38,1.3426757075489251e-06
39,0.0002981571553384859
40,8.772337659919341e-06
41,0.00017183621992717903
42,0.0036253244142198148
43,0.00011237348800561242
44,4.446221104460511e-06
45,0.21788556772688672
46,0.0001023591594706965
47,0.003399597938303365
48,6.90529662425386e-05
49,1.5849326829123508e-05
50,8.519310054157398e-05
51,3.668233966348523e-06
52,6.609796898520759e-06
53,0.0032096121685498595
54,0.0006136527458683656
55,0.0008980251026869802
56,0.0026264062625240207
57,2.2539219316543518e-06
58,0.00033622864918540936
59,9.948729771166949e-05
60,2.3449797345181126e-06
61,9.008225953531053e-05
62,0.0004329448085925671
63,1.3113711835048576e-05
64,7.279234916867431e-05
65,6.674681950812807e-05
66,5.766366354545908e-05
67,0.000318557020613555
68,7.409109326969956e-05
69,0.011941131484904454
70,6.277508461434625e-05
71,6.956982464093868e-05
72,1.8095665450879803e-05
73,0.008830037168543707
74,1.994124006767357e-06
75,0.00035210294424916174
76,0.0011883711074937924
77,0.00020709305559163534
78,0.0005076720556085549
79,1.532816898355459e-05
80,0.0002219017122137152
81,2.192310432966555e-05
82,0.0003505491011448026
83,4.2146611372290224e-07
84,0.8725450233962371
85,9.65610420904361e-05
86,3.4877055199220044e-05
87,0.0010341592939855611
88,0.0012770743067163177
89,0.003320640389798308
90,0.08093479550437178
91,5.625337666861832e-05
92,2.41890593226715e-06
93,0.0038390287388686177
94,0.0010609917242043656
95,0.009374738729142306
96,2.3278568438563757e-06
97,0.00010830891940743667
98,3.61610196587682e-05
99,0.0002590271055723045
100,5.822827448068881e-05
101,9.839982937078894e-05
102,0.10455142943163692
103,0.0026552418903481646
104,0.0002586731890140944
105,0.00014790486210725597
106,0.0006232789761704336
107,0.003418354916451583
108,9.280634793133559e-05
109,0.00013459363793186994
110,1.8557018525490155e-05
111,0.0006303001253008667
112,5.003532725574491e-06
113,0.001114636267862457
114,3.41011324921225e-05
115,4.101666088281515e-05
116,4.758257748833187e-05
117,0.0029342062537658343
118,0.00408909545432322
119,1.2874801148971187e-06
120,0.001025391314978428
121,1.706154674466638e-05
122,0.00023377683459786225
123,0.0006023969900423405
124,1.3508900359766367e-05
125,0.008432766479158995
126,2.355480157008271e-06
127,1.760131359320574e-07
128,0.0008359959144330184
129,0.00042299533428018314
130,0.00110943097279663
131,0.01804155869461432
132,0.007026317703187694
133,0.000597493771489712
134,5.185787782119885e-05
135,4.399052387578956e-06
136,0.00014630902767246448
137,9.303308039687068e-05
138,0.0005225177640723214
139,8.1762425960383e-06
140,0.002348516666193424
141,3.193031081724812e-07
142,0.0005916190048698108
143,0.0001630702705667488
144,0.0007573632262590286
145,5.907369307422183e-07
146,0.00781944336343213
147,0.0012486033886584225
148,0.005687918533880868
149,0.005396869281671998
150,0.0008831071857576056
151,1.5129768346092986e-05
152,0.007383819390610255
153,0.0015914288107537154
154,9.650696257318068e-05
155,3.7223646432097974e-05
156,2.1046776895473238e-05
157,0.00019548504763708613
158,0.00023799879366424121
159,9.251089840099043e-06
160,0.00018329544490822944
161,0.00044993105746923834
162,2.0483480295067783e-05
163,7.214026927784896e-05
164,0.000587027534464977
165,1.308938565474545e-05
166,1.3515176412025333e-05
167,0.0010524393759091604
168,0.0053991484340827275
169,0.0003311305608208302
170,0.00020466586928050888
171,0.00038245188337168
172,0.00027739144722194485
173,3.109351000024729e-05
174,0.0003748875133425992
175,0.0863528312372942
176,0.0008211504197298954
177,0.01534836735111252
178,1.485395993397776e-06
179,3.100887808383205e-05
180,0.002015988831485496
181,7.840081391898058e-05
182,0.0014204054488680543
183,0.00033643787833624003
184,9.92040759832335e-05
185,0.00017519193769211056
186,0.000719697370190542
187,2.5799070088594882e-05
188,2.5275642038220324e-06
189,0.0005208826676438122
190,3.5322211927451254e-05
191,0.0014790806071463263
192,0.0003358504916380929
193,0.0007012531974544189
194,0.008489239216693945
195,8.267964274256304e-05
196,1.4210935817656207e-05
197,0.0013042460084757403
198,0.00045856379744908717
199,0.03140209632127242
200,1.2024332966102298e-05
201,8.025361096684146e-05
202,0.008186590756256383
203,4.011352835338562e-06
204,0.000710574195070213
205,0.002123144618769933
206,1.3282535214207328e-08
207,0.00095691973254907
208,0.0007073916137148405
209,1.468285619875726e-05
210,0.0009110769136519523
211,0.00033337412104278565
212,0.008299531409365906
213,1.282738265596485e-05
214,0.0006692172400092648
215,0.0006853842309237716
216,0.010048989914162147
217,0.0028355304354848836
218,0.0028316276357648303
219,0.02723291301204193
220,0.00041177657340877476
221,0.002216575606435467
222,4.1802346155014345e-05
223,0.004283318843438189
224,0.0022214170188486148
225,0.03566377684799441
226,0.0006806827816413539
227,0.0005607777963101639
228,0.00022278484992298788
229,7.579570377230904e-05
230,0.0036743324454274633
231,1.722930749117824e-05
232,2.1430420147220034e-05
233,0.0003344461921950323
234,0.00042582984405961074
235,1.0346183640903549e-05
236,0.0002693899323443886
237,0.00030195782682337566
238,0.0005071094973481604
239,0.0002981571553384859
240,0.0007540786184670333
241,6.761856731450505e-06
242,8.263656171551071e-08
243,1.361505293337503e-07
244,3.773733710016956e-05
245,5.951399210744222e-05
246,1.2170463183942954e-05
247,0.06572309892023963
248,0.00010366661671286477
249,7.07704392850946e-05
250,0.0011231863481579102
251,0.0021411865499824942
252,0.00036868342863435454
253,0.0006891148977097298
254,0.014576082352640615
255,0.0037596184480683877
256,1.4993858755712257e-08
257,7.136627191972871e-05
258,0.0010651758109188898
259,0.011858997352138781
260,0.013144518071378501
261,0.00028991535972383846
262,0.020946276532559167
263,0.00011516773277157465
264,0.004243635122625862
265,0.00013103305618865653
266,0.00011554842572334175
267,2.9684365589700435e-10
268,1.080023715752326e-05
269,0.00014460156861110038
270,0.0006798886872797092
271,0.00013139063797404352
272,0.00014618002645219963
273,0.00018751076889952814
274,0.00034264138110869563
275,0.0009607761440276336
276,4.550444710762558e-06
277,0.00029137785421981944
278,0.0012456197141873476
279,0.00012744395298005533
280,0.006287747307995449
281,8.363764543426005e-05
282,0.019646583267320796
283,0.00026277728413087736
284,6.755289647953892e-06
285,2.7087225533270784e-05
286,9.133770312795501e-08
287,0.006281364037890529
288,4.403496653080153e-06
289,0.0012447799127492346
290,0.00011574178403035219
291,0.0019773337417548107
292,0.00011935824263128211
293,0.007472538438730978
294,7.380426228090073e-06
295,0.0002701701850318005
296,3.554412501453822e-05
297,0.0017548391169855077
298,0.00023842602019440043
299,1.3065365837197874e-06
300,4.849787866438171e-05
301,9.074637779837989e-05
302,3.627645196112052e-05
303,5.175856692296114e-06
304,7.472113168323478e-05
305,0.08947691200829615
306,6.005954869780888e-06
307,0.00027483072524072294
308,0.0001616450701549293
309,0.00388381870612478
310,1.7573254939941034e-05
311,0.00042869302022847353
312,0.0005732802759453648
313,0.0009420156974645769
314,2.204224370121058e-05
315,0.0008759990008985383
316,4.549211711427317e-06
317,0.0006389866175490123
318,6.143220927758932e-05
319,0.0016470077779073325
320,2.1933608178079005e-05
321,0.022964023750039468
322,0.00039328205390490247
323,0.0005647215078193506
324,0.000351436372172073
325,0.0006587188986427415
326,0.008496457683849783
327,0.0003363262868308057
328,0.008975123277737371
329,0.00018329544490822944
330,6.374590686479671e-06
331,0.0008880482859382054
332,0.01659596165753825
333,0.19498933788178766
334,2.5883792367967246e-05
335,6.835777913498652e-05
336,0.00026747815585131886
337,0.00019681881161824895
338,0.001486838247473869
339,0.000845978554168091
340,0.0005617982878412627
341,2.556690240811293e-06
342,0.0037536260599321364
343,0.008891256966539326
344,0.0007240086417785308
345,0.0003570612513140595
346,9.634966006371145e-05
347,0.5225380627208239
348,5.539598062355683e-05
349,8.240432586955308e-06
350,0.008149854421793268
351,3.0178986234430617e-05
352,0.005677254848386806
353,0.09296848624818947
354,0.0004086505873472071
355,0.0010790262068011136
356,0.005366850681743396
357,3.877185607970093e-05
358,1.5634378403479266e-06
359,0.0484929080670557
360,8.415182839008195e-05
361,0.0035656977417733737
362,0.0007249233549013714
363,0.00016218045126697664
364,0.01092003086452737
365,3.0950404225941613e-06
366,2.510651428396335e-07
367,2.8784885491146296e-05
368,0.0057106899946767495
369,0.006693351568950585
370,7.467161449772429e-05
371,0.005517160377596567
372,7.056617425550594e-05
373,4.25559539658539e-06
374,2.5592775596915524e-07
375,0.0007722297337756955
376,0.0006380708767329698
377,0.0007777641913519054
378,1.672928132474534e-06
379,8.757077408812207e-06
380,0.0011259116356061789
381,0.00023071512804708828
382,0.011065518040650446
